gene	gene_id	scaffold	auxiliary_score	amg_flags	gene_description	module	sheet	header	subheader	potential_amg	gene_id_origin	metabolism	reference	verified
WATLvirus_00273869-cat_1_2	PF13385	WATLvirus_00273869-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00273882-cat_2_3	PF03567	WATLvirus_00273882-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00273912-cat_1_2	PF13385	WATLvirus_00273912-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00297763-cat_1_60	PF02867	WATLvirus_00297763-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297763-cat_1_60	PF00317	WATLvirus_00297763-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297763-cat_1_60	EC:1.17.4.1	WATLvirus_00297763-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297763-cat_1_60	K00525	WATLvirus_00297763-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297763-cat_1_61	EC:1.17.4.1	WATLvirus_00297763-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297767-cat_1_46	PF02867	WATLvirus_00297767-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297767-cat_1_46	EC:1.17.4.1	WATLvirus_00297767-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297767-cat_1_46	K00525	WATLvirus_00297767-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297777-cat_1_19	PF02867	WATLvirus_00297777-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297777-cat_1_19	PF00317	WATLvirus_00297777-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297777-cat_1_19	EC:1.17.4.1	WATLvirus_00297777-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297777-cat_1_19	K00525	WATLvirus_00297777-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297778-cat_1_14	PF13640	WATLvirus_00297778-cat_1	2	MK	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00297778-cat_1_34	PF11775	WATLvirus_00297778-cat_1	2	MKF	Cobalamin biosynthesis protein CobT VWA domain						amg_database		Roux et al. 2016	False
WATLvirus_00297778-cat_1_34	PF06213	WATLvirus_00297778-cat_1	2	MKF	Cobalamin biosynthesis protein CobT						amg_database		Roux et al. 2016	False
WATLvirus_00297885-cat_2_15	PF02867	WATLvirus_00297885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297885-cat_2_15	EC:1.17.4.1	WATLvirus_00297885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297885-cat_2_15	K00525	WATLvirus_00297885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297894-cat_2_9	PF02562	WATLvirus_00297894-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00297900-cat_2_8	PF01227	WATLvirus_00297900-cat_2	3	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00297909-cat_2_7	PF02867	WATLvirus_00297909-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297909-cat_2_7	PF00317	WATLvirus_00297909-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297909-cat_2_7	EC:1.17.4.1	WATLvirus_00297909-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297909-cat_2_7	K00525	WATLvirus_00297909-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297909-cat_2_8	PF03477	WATLvirus_00297909-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00297937-cat_1_10	PF01467	WATLvirus_00297937-cat_1	2	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00297947-cat_1_2	PF00534	WATLvirus_00297947-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00297957-cat_1_5	PF00534	WATLvirus_00297957-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00297958-cat_2_10	PF01242	WATLvirus_00297958-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00297964-cat_2_14	PF13759	WATLvirus_00297964-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00297981-cat_2_4	PF02562	WATLvirus_00297981-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00297981-cat_2_4	K06217	WATLvirus_00297981-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00297983-cat_1_2	PF13385	WATLvirus_00297983-cat_1	1	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00297983-cat_1_4	PF13385	WATLvirus_00297983-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00298011-cat_2_11	PF03446	WATLvirus_00298011-cat_2	3	MKF	NAD binding domain of 6-phosphogluconate dehydrogenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00298011-cat_2_11	PF03721	WATLvirus_00298011-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00298011-cat_2_11	PF00984	WATLvirus_00298011-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00298019-cat_1_6	PF00534	WATLvirus_00298019-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00298028-cat_1_4	PF00534	WATLvirus_00298028-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00298031-cat_1_10	PF01227	WATLvirus_00298031-cat_1	2	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00298031-cat_1_12	PF01242	WATLvirus_00298031-cat_1	2	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00298079-cat_2_5	PF01503	WATLvirus_00298079-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00298181-cat_2_6	PF02867	WATLvirus_00298181-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00298181-cat_2_6	PF00317	WATLvirus_00298181-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00298181-cat_2_6	EC:1.17.4.1	WATLvirus_00298181-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00298181-cat_2_6	K00525	WATLvirus_00298181-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00298198-cat_2_2	PF01242	WATLvirus_00298198-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00298262-cat_1_5	PF02562	WATLvirus_00298262-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00298265-cat_2_4	PF01126	WATLvirus_00298265-cat_2	3	MKF	Heme oxygenase						amg_database		Roux et al. 2016	False
WATLvirus_00305836-cat_1_86	PF02543	WATLvirus_00305836-cat_1	1	MK	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00305836-cat_1_89	PF13469	WATLvirus_00305836-cat_1	1	MK	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00305836-cat_1_89	PF00685	WATLvirus_00305836-cat_1	1	MK	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00305836-cat_1_97	PF01467	WATLvirus_00305836-cat_1	1	MK	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00305836-cat_1_109	PF13385	WATLvirus_00305836-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00305836-cat_1_113	PF13385	WATLvirus_00305836-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00305836-cat_1_119	PF13385	WATLvirus_00305836-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00305836-cat_1_126	PF13385	WATLvirus_00305836-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00305836-cat_1_163	PF02562	WATLvirus_00305836-cat_1	1	MK	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00305841-cat_2_45	PF02867	WATLvirus_00305841-cat_2	3	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305841-cat_2_45	EC:1.17.4.1	WATLvirus_00305841-cat_2	3	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305841-cat_2_45	K00525	WATLvirus_00305841-cat_2	3	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305841-cat_2_82	PF00534	WATLvirus_00305841-cat_2	3	MK	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00305922-cat_2_3	PF03477	WATLvirus_00305922-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305922-cat_2_4	PF02867	WATLvirus_00305922-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305922-cat_2_4	PF00317	WATLvirus_00305922-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305922-cat_2_4	EC:1.17.4.1	WATLvirus_00305922-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00305922-cat_2_4	K00525	WATLvirus_00305922-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306112-cat_2_6	PF01073	WATLvirus_00306112-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00306112-cat_2_6	PF00106	WATLvirus_00306112-cat_2	3	MKF	short chain dehydrogenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00306112-cat_2_6	PF01370	WATLvirus_00306112-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00306112-cat_2_6	PF04321	WATLvirus_00306112-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00306132-cat_2_6	PF03567	WATLvirus_00306132-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00306331-cat_1_4	PF00291	WATLvirus_00306331-cat_1	2	MKF	Pyridoxal-phosphate dependent enzyme						amg_database	M	Roux et al. 2016	False
WATLvirus_00306365-cat_2_4	PF04488	WATLvirus_00306365-cat_2	3	MKF	Glycosyltransferase sugar-binding region containing DXD motif						amg_database		Roux et al. 2016	False
WATLvirus_00306476-cat_1_2	PF00534	WATLvirus_00306476-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00306601-cat_1_2	PF13385	WATLvirus_00306601-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00306732-cat_1_6	PF13385	WATLvirus_00306732-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00306885-cat_2_9	PF02867	WATLvirus_00306885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306885-cat_2_9	PF00317	WATLvirus_00306885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306885-cat_2_9	EC:1.17.4.1	WATLvirus_00306885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306885-cat_2_9	K00525	WATLvirus_00306885-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306907-cat_1_7	PF00685	WATLvirus_00306907-cat_1	1	MK	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00306907-cat_1_11	EC:3.1.3.1	WATLvirus_00306907-cat_1	1	MKE	phoA; alkaline phosphatase	M00126					amg_database		Zeng et al. 2012	True
WATLvirus_00306927-cat_2_4	EC:1.17.4.1	WATLvirus_00306927-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306927-cat_2_4	PF03477	WATLvirus_00306927-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306927-cat_2_4	PF02867	WATLvirus_00306927-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306927-cat_2_4	K00525	WATLvirus_00306927-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306927-cat_2_4	PF00317	WATLvirus_00306927-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306927-cat_2_5	EC:1.17.4.1	WATLvirus_00306927-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00306944-cat_1_8	PF13759	WATLvirus_00306944-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00306995-cat_1_3	PF00534	WATLvirus_00306995-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00307083-cat_2_3	PF01242	WATLvirus_00307083-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00307209-cat_2_9	EC:1.17.4.1	WATLvirus_00307209-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00307250-cat_2_4	PF04488	WATLvirus_00307250-cat_2	3	MKF	Glycosyltransferase sugar-binding region containing DXD motif						amg_database		Roux et al. 2016	False
WATLvirus_00307283-cat_1_8	PF02867	WATLvirus_00307283-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00307283-cat_1_8	PF00317	WATLvirus_00307283-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00307283-cat_1_8	EC:1.17.4.1	WATLvirus_00307283-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00307283-cat_1_8	K00525	WATLvirus_00307283-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00307360-cat_1_5	PF13385	WATLvirus_00307360-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00307396-cat_2_3	PF13759	WATLvirus_00307396-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00307487-cat_2_11	PF02562	WATLvirus_00307487-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00307487-cat_2_11	K06217	WATLvirus_00307487-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00307494-cat_2_6	PF00487	WATLvirus_00307494-cat_2	3	MKF	Fatty acid desaturase						amg_database	M	Roux et al. 2016	False
WATLvirus_00307494-cat_2_9	PF02668	WATLvirus_00307494-cat_2	3	MKF	Taurine catabolism dioxygenase TauD, TfdA family						amg_database		Roux et al. 2016	False
WATLvirus_00307730-cat_1_53	PF13385	WATLvirus_00307730-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00307730-cat_1_94	PF00534	WATLvirus_00307730-cat_1	2	MK	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00308109-cat_2_3	PF02867	WATLvirus_00308109-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00308109-cat_2_3	PF00317	WATLvirus_00308109-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00308109-cat_2_3	EC:1.17.4.1	WATLvirus_00308109-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00308109-cat_2_3	K00525	WATLvirus_00308109-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00308127-cat_2_2	PF05996	WATLvirus_00308127-cat_2	3	MKF	Ferredoxin-dependent bilin reductase						amg_database		Roux et al. 2016	False
WATLvirus_00308141-cat_2_3	EC:1.10.3.9	WATLvirus_00308141-cat_2	3	MKEF	psbA; photosystem II reaction center D1 protein	M00161					amg_database	M	Clokie et al. 2006; Sullivan et al. 2005; Lindell et al. 2004; Lindell et al. 2005; Mann et al. 2003	True
WATLvirus_00308141-cat_2_3	EC:1.10.3.9	WATLvirus_00308141-cat_2	3	MKEF	psbD; photosystem II reaction center D2 protein	M00161					amg_database	M	Clokie et al. 2006; Sullivan et al. 2005; Lindell et al. 2004; Mann et al. 2003	True
WATLvirus_00308141-cat_2_3	K02703	WATLvirus_00308141-cat_2	3	MKEF	psbA; photosystem II reaction center D1 protein	M00161					amg_database	M	Clokie et al. 2006; Sullivan et al. 2005; Lindell et al. 2004; Lindell et al. 2005; Mann et al. 2003	True
WATLvirus_00308141-cat_2_3	PF00124	WATLvirus_00308141-cat_2	3	MKEF	Photosynthetic reaction centre protein						amg_database	M	Roux et al. 2016	False
WATLvirus_00308141-cat_2_8	PF01370	WATLvirus_00308141-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00308141-cat_2_8	PF04321	WATLvirus_00308141-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00308153-cat_1_4	PF02562	WATLvirus_00308153-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00308153-cat_1_4	K06217	WATLvirus_00308153-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
